Name,Year of Incorporation,Employee Range,Investment Stage,Sector Labels,Tags,Website,Notes
GENG YUN TECHNOLOGY PTE. LTD.,2020,1 - 10,Pre-seed,Consumer Electronics; Manufacturing & Engineering; Cloud; Big Data; Hardware,ssd; test; pc; Cloud; nvme,http://pynv.me,
V360PROPERTY (SINGAPORE) PTE. LTD.,2017,,Pre-seed,,,https://v360property.com,
WERMTECH.ASIA PTE. LTD.,2020,1 - 10,Pre-seed,Education; Agritech; E-Commerce; Others,Insect Farming; Agritech; livefeeder; enrichment; Education,https://www.wermsinc.com/,
SAVOUR NETWORK PTE. LTD.,2020,11 - 50,Pre-seed,Retail; Events; E-Commerce; Food & Beverage; Enterprise Solutions,E-Commerce; MICE,https://www.savourapp.co,
VIRGATE PTE. LTD.,2020,1 - 10,Pre-seed,AI; Real Estate; Big Data,Cloud,,
PLOT-Z PTE. LTD.,2021,1 - 10,Pre-seed,AI; Real Estate; Enterprise Solutions; SaaS; Big Data,Planning & Design; Legal Tech; Data Analysis; Green Building Technology; Natural Language Processing; Recomendation Engine; SaaS; Data Warehouse,https://www.plot-z.co/,
FACTOREM PTE. LTD.,2020,1 - 10,Pre-seed,Precision Engineering; AI; Supply Chain & Logistics; Enterprise Solutions; Manufacturing & Engineering,Materials & Processes; 3D Printing; CNC Machining; Sheet Metal Fabrication; Surface Coating,https://www.factorem.co/,
AGILE COUNSEL,2019,1 - 10,Pre-seed,Others,Startup Counsel; Venture Capital; Global Expansion; Technology; M&A,https://agilecounsel.com/,
Quest,2020,11 - 50,Pre-seed,E-Commerce; Infocomm Tech; Lifestyle; SaaS; Big Data,gig; freelance; quest; tasking; Services; marketplace; students,https://quest-inc.co,
STAPLE AI PTE. LTD.,2018,11 - 50,Pre-seed,AI; Fintech; Enterprise Solutions; Supply Chain & Logistics,Data Analysis; data capture; OCR; Automation,https://staple.io,
1NURSE.COM PTE. LTD.,2021,11 - 50,Seed,Healthcare Services; E-Commerce; SaaS; Data Analysis,all nurses are here,https://www.1nurse.com/,
COACHVANTAGE PRIVATE LIMITED,2021,1 - 10,Pre-seed,Education; SaaS,coaching; SaaS; online courses; practice management software; Customer Relationship Management,https://www.coachvantage.com,
ZERO WASTE CITY PTE. LTD.,2019,1 - 10,Pre-seed,Food & Beverage; Pharmaceutical; Supply Chain & Logistics; Manufacturing & Engineering; Food Manufacturing & Processing,Waste Management; Food Packaging; Smart & Sustainable Packaging,https://zerowastecity.com/,
CHOCO UP SG PTE. LTD.,2020,11 - 50,Seed,E-Commerce; Fintech; Others; SaaS; Data Analysis,FinTech,https://choco-up.com/,
watchTowr,2020,1 - 10,Pre-seed,Infotech; AI; Infocomm Tech; SaaS,Cyber Security; SaaS,https://www.watchtowr.com,
LILI SG PTE. LTD.,2020,1 - 10,Pre-seed,Adtech; AI; E-Commerce; Data Analysis; Big Data,Consumer & Marketing Analytics; Digital Marketing; Data Analysis,https://lilisg.com,
360GREEN PTE. LTD.,2021,1 - 10,Pre-seed,Fintech; Urban Solutions; Cleantech; Blockchain,#carbon #CarbonNeutral #CarbonNegative #forestry #carbonmarkets #carboncredits #conservation #blockchain; Cleaning Technology; Renewable Energy,https://www.360green.io,
ProfilePrint,2018,11 - 50,Pre-seed,Agritech; AI; Supply Chain & Logistics,Rapid Testing Kits,https://theProfilePrint.com,
SCIKEY,2020,Above 200,Seed,Infotech; AI; Enterprise Solutions; SaaS; Big Data,SaaS; Human Resources; Systems Development; Web Development; Application Development,https://www.scikey.ai/,
CLICKS PTE. LTD.,2021,1 - 10,Pre-seed,Infotech; Real Estate; Infocomm Tech; SaaS,SaaS; Social Networking; Social Media; real estate; proptech,https://clicks.realestate,
AIRBRILS,2021,1 - 10,Pre-seed,Telecom; Infocomm Tech; Blockchain; IoT,Cryptocurrency; Distributed Wireless; WiFi-6/6E; nb-iot; edge computing; Blockchain; global; 5G,https://www.airbrils.com,
SMARTROOMS PTE. LTD.,2020,1 - 10,Pre-seed,SaaS,#remotework #innovation #SaaS,https://www.thesmartrooms.co,
KITESENSE PTE. LTD.,2021,1 - 10,Pre-seed,Education; SaaS; Data Analysis,E-Learning; Learning Platform; Edtech,https://www.kitesense.sg,
AISON PTE. LTD.,2020,1 - 10,Pre-seed,Precision Engineering; Retail; E-Commerce; Enterprise Solutions; Infocomm Tech,A.I.; Deep Tech; deep learning; Computer Vision; Automation; Cleantech; Ocular; Agritech; Cloud A.I.; Precision Engineering,http://www.aison.sg,
ITAKEJOB PTE. LTD.,2018,1 - 10,Pre-seed,Food & Beverage; Enterprise Solutions; Others,Human Resources,https://itakejob.com/,
CONNECT VISION PTE. LTD.,2020,1 - 10,Pre-seed,Media; Telecom; Events; Infocomm Tech,Video Streaming; live video production; Video conferencing; audience engagement,https://www.connectvision.sg,
INTERCHAIN PTE. LTD.,2021,1 - 10,Pre-seed,Fintech; Enterprise Solutions; Supply Chain & Logistics; Blockchain; SaaS,SaaS,http://www.interchainpte.com,
ALL NATURE THINGS PTE. LTD.,2021,11 - 50,Pre-seed,AI; Real Estate; Supply Chain & Logistics; Urban Solutions; IoT,Green Building Technology; Facilities Management; Commercial Real Estate; Corporates; hospitality; digital twin ; landscaping; biophilia; Planning & Design,https://www.getnaturethings.com,
NALURI THERAPEUTICS PTE. LTD.,2019,51 - 100,Series A,Healthcare Services; Digital Health; Healthcare,Digitised Health Systems; Health Analytics; Telemedicine; Mobile Health,https://www.naluri.life/,
MUSTARD PTE. LTD.,2021,1 - 10,Pre-seed,Media; Retail; Enterprise Solutions; Data Analysis; Cloud,Growth Marketing; Consumer & Marketing Analytics; Digital Marketing; E-Commerce; Social Networking; Business Consultancy; Growth Hacking; No-code; Digital Transformation; operations,https://www.growthmustard.com,
RED2 DIGITAL SOLUTIONS PTE. LTD.,2020,1 - 10,Pre-seed,Media; Others,Social Media,https://red2digitalsolutions.com.sg/,
SYNECTIFY PTE. LTD.,2020,1 - 10,Pre-seed,Infotech; Blockchain,FinTech; carbon markets; Sustainability; Renewable Energy,https://www.synectify.com,
LONGWAY A.I. TECHNOLOGIES PTE. LTD.,2018,1 - 10,Pre-seed,AI; Enterprise Solutions; Healthcare; Manufacturing & Engineering; Data Analysis,AI; monitoring; inspection; predictive model; fall prevention; ai chip; Security; face recognition; Data Analysis,https://www.longwayai.com/,
BIOLOGIC TECHNIK PRIVATE LIMITED,2019,,Pre-seed,,,https://biologic.com.sg/,
AI HUB SINGAPORE (PTE. LTD.),2018,11 - 50,Pre-seed,AI; SaaS; Data Analysis,Video Processing; Natural Language Processing; Data Analysis; SaaS; AI,https://www.aihub.sg,
KARDIA WORLD PTE. LTD.,2021,11 - 50,Pre-seed,Retail; E-Commerce; Real Estate; Enterprise Solutions; AR/VR,Planning & Design; E-Commerce; MICE; 3D Rendering; AR/VR,https://www.kardiaworld.com,
Phasio,2021,1 - 10,Pre-seed,Manufacturing & Engineering,3D Printing,https://phas.io,
BLUEFUTURE TECH PTE. LTD.,2021,11 - 50,Pre-seed,Fintech; Infocomm Tech; SaaS; Big Data,Crowdfunding; Insurtech; P2P Lending; Anti-Money Laundering; Personal Finance; Investing; Cryptocurrency; Payment Systems; Trading; Risk Management,http://www.aseal.asia,
SAASWORX PTE. LTD.,2020,1 - 10,Pre-seed,Infotech; E-Commerce; Enterprise Solutions; Infocomm Tech; IoT,SaaS; Application Development; Customer Relationship Management; Web Development,https://saasworx.sg/,
ALPHA IMPACT VENTURES PTE. LTD.,2021,1 - 10,Pre-seed,Blockchain,Social Media,https://alphaimpact.fi,
BUZZ ARVR PTE. LTD.,2018,,Pre-seed,,,,
AILYTICS PTE. LTD.,2021,1 - 10,Seed,AI; Real Estate; Enterprise Solutions; IoT; Data Analysis,AI; video analytics; Consturction Technology; Construction Safety; Construction Productivity; deep learning,https://www.ailytics.ai,
NUTRIIENT PTE. LTD.,2020,1 - 10,Pre-seed,Food Science and Technology,Diabetic Care; Health Supplements,https://nutriient.sg/,
APROXY PTE. LTD.,2021,1 - 10,Pre-seed,Medtech; Biotech; Healthcare; Nanotechnology,In Vitro Diagnostics (IVD); Life Science Tools; point-of-care; decentralized testing; Rapid Testing Kits,https://aproxy.tech/,
STELLAR AI HOLDINGS PTE. LIMITED,2021,1 - 10,Pre-seed,AI; Fintech; Enterprise Solutions; Big Data,AI; Artificial intelligence; AI Bot; AI Voice Bot; AI Chat Bot,https://stellar-ai.sg,
JOMIJA WORLD PTE. LTD.,2021,1 - 10,Pre-seed,Media; Gaming; Events; Entertainment; AR/VR,Gaming; AR/VR; Culture; Art,https://mindtourism.com,
REWARDLY PTE. LTD.,2021,11 - 50,Pre-seed,E-Commerce; Fintech; Infocomm Tech; Lifestyle; Data Analysis,Loyalty Programmes; Customer Relationship Management; Payment Systems; ecommerce,https://www.rewardly.sg,
NEWTON SERVICES RESEARCH PTE. LTD.,2019,11 - 50,Seed,Adtech; AI,E-Commerce; Recomendation Engine; Natural Language Processing,https://www.delvify.ai,
SCHOLIST PTE. LTD.,2021,,Pre-seed,,,https://scholist.io/,
SPARKLEHAZE INNOVATIONS PTE. LTD.,2021,1 - 10,Pre-seed,AI; Digital Health; Travel & Hospitality; IoT,Data Analysis; Big Data; SaaS; Consumer Electronics; Telemedicine,https://www.sparklehaze.com,
Nxfin,2021,11 - 50,Seed,AI; Fintech; Others; Big Data,FinTech; Lending; purposeful borrowing; credit; AI/ML; consumer intent; used cars; preowned vehicles; supply chain financing ; Risk Management,https://www.nxfin.in,
INDEPENDENT RESERVE SG PTE. LTD.,2019,,Pre-seed,,,https://www.independentreserve.com.sg/,
ARTICARES PTE. LTD.,2017,,Pre-seed,Medtech; Healthcare,,,
SCG CELL THERAPY PTE. LTD.,2017,,Pre-seed,Medtech; Biotech,,https://www.scgcell.com/,based on internet checks
CAMBRIDGE SENSING PTE. LTD.,2017,,Pre-seed,Manufacturing & Engineering,,,
VFLOWTECH PTE. LTD.,2018,,Pre-seed,Cleantech,,,
AUM BIOSCIENCES PTE. LTD.,2018,,Pre-seed,Biotech; AI,,http://aumbiosciences.com/,
HEALTHBEATS PTE. LTD.,2018,1 - 10,Pre-seed,Medtech; Healthcare; Cloud,,https://www.healthbeats.co/,
RESYNC TECHNOLOGIES PTE. LTD.,2017,11 - 50,Series A,AI; Cleantech; IoT; Cloud,Green Building Technology; Sustainability; Artificial intelligence; Cleantech; Built environment; energy efficiency; @Digitalisation; Eco Monitoring Technologies,https://www.resynctech.com,
OPLENTIA PTE. LTD.,2017,,Pre-seed,Semiconductor; AI; IoT,,,
NUBE TECH PTE. LTD.,2016,,Pre-seed,Enterprise Solutions; SaaS; Data Analysis; Cloud,,,
MFUN TECHNOLOGY PTE. LTD.,2018,,Pre-seed,Entertainment; Blockchain,,https://mfun.io/,
ZENSUNG SINGAPORE PTE. LTD.,2017,,Pre-seed,,,http://www.zensung.com,
WOEX PTE LTD,2019,,Pre-seed,Medtech; Healthcare; Robotics,,,
PFIBRE PTE LTD,2020,,Pre-seed,Urban Solutions,,https://pfibre.com,based on internet checks
Mycotech Pte. Ltd.,2018,,Pre-seed,Biotech; Urban Solutions,,,
MYCASH ONLINE (SG) PTE. LTD.,2019,,Pre-seed,Fintech,,https://mycashsg.com/,based on internet checks
FathomX,2019,1 - 10,Pre-series A,Medtech; AI; Digital Health,Medical Imaging; Medical devices; Diagnostics,http://fathomx.co,
Holosuit Pte Ltd,2018,,Pre-seed,Infotech; AR/VR,,https://www.holosuit.com/,based on internet checks
Allozymes Pte Ltd,2019,11 - 50,Pre-seed,Biotech,Genetic Engineering,https://www.allozymes.com/,
360 HealthTech Pte. Ltd.,2020,,Pre-seed,Infotech; Healthcare,,https://www.360health.tech,based on internet checks
Beep Technologies Pte Ltd,2018,11 - 50,Pre-seed,Fintech; Enterprise Solutions; IoT; SaaS,Payment Systems,https://beepbeep.tech,
Photonicity Pte Ltd,2019,,Pre-seed,Others; Hardware,,https://www.photonicity.com/,based on internet checks
NumuWorld,2020,,Pre-seed,Enterprise Solutions,,https://numuworld.com/en/,based on internet checks
NuSpace Pte Ltd,2018,1 - 10,Pre-seed,Aerospace; IoT,Space Technology; Satellite Communications,https://www.nuspace.sg,
Continale Medical Pte Ltd,2018,,Pre-seed,Medtech,,,
AyzerSense Technology Pte Ltd,2018,,Pre-seed,Medtech,,,no webpage found
SPEEDCARGO TECHNOLOGIES PTE. LTD.,2020,1 - 10,Pre-seed,AI; Robotics,Robotics,https://www.speedcargo.sg,
Grandtechnik Pte Ltd,2019,,Pre-seed,Biotech,,https://www.grandtechnik.com/,based on internet checks
SEALED NETWORK PTE. LTD.,2019,,Pre-seed,Infotech,,,no webpage found
INOVATYV PTE. LTD.,2019,1 - 10,Pre-seed,Enterprise Solutions,Software development; Application Development; UI/UX Design,https://inovatyv.com,
I.O.T. Workz Pte Ltd,2018,,Pre-seed,IoT; Hardware,,https://www.iotworkz.sg,
Wego Technologies Pte Ltd,2018,,Pre-seed,Travel & Hospitality,,https://www.wego.com,based on internet checks
Eko.AI Pte Ltd,2017,,Pre-seed,AI; Healthcare,,,
NUCLEUS HEALTH PTE. LTD.,2018,,Pre-seed,Healthcare,,https://nucleus-health.com/,based on internet checks
MY AONE LEARNING PTE. LTD.,2021,11 - 50,Seed,Education; Enterprise Solutions; SaaS; Cloud,Learning Platform; E-Learning; SaaS; Customer Relationship Management,https://AOneSchools.com,
PRIVYR PTE. LTD.,2018,11 - 50,Pre-seed,SaaS,SaaS,https://www.privyr.com,
DRIZZLIN MEDIA PTE. LTD.,2020,,Pre-seed,,,https://www.drizzlin.com/,
GLYPH TECHNOLOGIES PTE. LTD.,2021,1 - 10,Pre-seed,Infotech,Digital Marketing,https://www.glyph.social/,
TEA-LAB PTE. LTD.,2021,1 - 10,Pre-seed,Food & Beverage; E-Commerce; IoT; Cloud; Robotics,Social Networking; SaaS; emerging retail technology; Vending Machine,http://www.tea-lab.online,
WASNA PTE. LTD.,2021,1 - 10,Pre-seed,Food Science and Technology; Biotech; Agritech; Pharmaceutical,Alternative Protein; Wound Care,https://www.wasna.co,
ETHEREAL TECH PTE. LTD.,2018,51 - 100,Pre-seed,Blockchain; Cloud,Blockchain; Cloud; Computing; AI; Big Data; Technology; green energy,http://www.bitfufu.com,
TRRANSFER TECHNOLOGIES PTE. LTD.,2021,1 - 10,Pre-seed,Transport; Travel & Hospitality; Urban Solutions; SaaS,Mobility; ground transportation; travel; corporate travel,http://www.trransfer.com,
WIMERA SYSTEMS PTE. LTD.,2022,1 - 10,Pre-seed,IoT,Machinery & Systems,https://www.wimerasys.com,
SEEWORTHY PTE. LTD.,2021,1 - 10,Pre-seed,Marine & Offshore; Maritime; AR/VR,AR/VR,https://www.seeworthy.io,
HYPERNET PTE. LTD.,2020,11 - 50,Pre-seed,Fintech; Enterprise Solutions; Blockchain,Payment Systems; Anti-Money Laundering; mon,https://www.onehypernet.com/,
ORIGIN HEALTH PTE. LTD.,2020,1 - 10,Pre-seed,AI,Medical Imaging,https://www.originhealth.ai/,
ANGIE'S TEMPEH PTE. LTD.,2020,11 - 50,Seed,Food Science and Technology; Food & Beverage; Food Manufacturing & Processing,Food; plant protein; Sustainability; Sustainable Crops; Vegan,https://angiestempeh.com,
KENZAP PTE. LTD.,2020,1 - 10,Pre-seed,E-Commerce; Food & Beverage; Fintech; SaaS; Cloud,Cloud,http://kenzap.com,
EDUWEAVE TECHNOLOGIES PTE. LTD.,2021,1 - 10,Pre-seed,Education,Education; SaaS; Learning Platform,https://eduweave.com/,
IMPACFAT PTE. LTD.,2022,1 - 10,Pre-seed,Food Science and Technology; Biotech; Food Manufacturing & Processing,Alternative Protein,https://www.impacfat.com/,
MILESTONE EDU TECH PTE. LTD.,2021,1 - 10,Pre-seed,Education; Fintech,Personal Finance; Investing; E-Learning,http://www.milestone.sg,
DIGITAL LIFE LINE PTE. LTD.,2021,1 - 10,Pre-seed,Medtech; Digital Health; Healthcare,Medical devices; Diagnostics; Life Science Tools; In Vitro Diagnostics (IVD),https://digital-lifeline.com/,
FINIAC PTE. LTD.,2020,1 - 10,Pre-seed,Medtech,"Portable Head Scanner, Microwave Medical Imaging",https://www.finiac.io,
THOUGHTFULL WORLD PTE. LTD.,2019,11 - 50,Seed,Digital Health; Healthcare Services,Digitised Health Systems; Health Analytics; Mobile Health; mentalheath,https://www.thoughtfull.world/,
HEURE,2019,,Pre-seed,,,https://heurebeauty.com/,
ONWARD HEALTH RESEARCH PTE. LTD.,2019,1 - 10,Pre-seed,Digital Health,Clinical Trials; Clinical Research; Digital Health; Decentralized Clinical Trials; Biotechnology; pharmaceuticals; SaaS; SaMD; Software as a Medical Device; AI,https://www.onwardhealthresearch.com/,
GENESIS ONE TECH FARM PTE. LTD.,2019,1 - 10,Pre-seed,Lifestyle; Food Manufacturing & Processing,"Urban Farming, ; Hi-Tech Farming; Indoor farming",http://www.gofarm.sg,
AGROHUB PTE. LTD.,2020,1 - 10,Pre-seed,Data Analysis; Big Data,Precision Agriculture,https://agrohub.ag/,
LingoAce,2020,,Pre-seed,Education; Infotech,,https://www.lingoace.com/,based on internet checks
Aspire,2019,,Pre-seed,Fintech,,,
BigPay,2018,,Pre-seed,Fintech; Infocomm Tech,,,
Sky Mavis PTE. LTD,2019,,Pre-seed,Infocomm Tech; Blockchain,,,
"Lightnet Co., Ltd.",2018,,Pre-seed,Fintech; Blockchain,,https://www.lightnet.io/,based on internet checks
Velox Digital Singapore Pte. Ltd.,2018,,Pre-seed,Others,,https://www.velox-digital.com/,based on internet checks
MULTIVERSE LABS PTE. LTD.,2021,,Pre-seed,Gaming; AI; Blockchain,,https://multiverselabs.com/,based on internet checks
QAPITA FINTECH PTE. LTD.,2019,,Pre-seed,Fintech; SaaS,,,
TONIK FINANCIAL PTE. LTD.,2018,,Pre-seed,Fintech,,,
ABILLION PTE. LTD.,2017,,Pre-seed,Infocomm Tech; Urban Solutions,,https://www.abillion.com,based on internet checks
MULTIPLIER TECHNOLOGIES PTE. LTD.,2020,,Pre-seed,Fintech; SaaS,,,
BELIEVE PTE. LTD.,2020,,Pre-seed,Retail; Complementary Health Products; Lifestyle,,,
CLEAN EARTH TECHNOLOGIES LTD.,2019,,Pre-seed,Urban Solutions; Cleantech,,https://cleanearth.tech/,based on internet checks
MONK TECH LABS PTE. LTD.,2019,,Pre-seed,Others; SaaS,,https://thehousemonk.com,based on internet checks
FLYFARM SINGAPORE PTE. LTD.,2021,,Pre-seed,Agritech; Urban Solutions,,,
CLEVAI PTE. LTD.,2020,,Pre-seed,Education; AI,,https://clevai.edu.vn/,based on internet checks
TAZAPAY PTE. LTD.,2020,,Pre-seed,Infotech; Fintech; Cloud,,,
BICONOMY LABS PTE. LTD.,2019,,Pre-seed,Infotech; Blockchain,,,
OPULOUS PTE. LTD.,2021,,Pre-seed,Entertainment; Lifestyle; Blockchain,,https://opulous.org/,based on internet checks
FLEXOSENSE PTE. LTD.,2016,,Pre-seed,Healthcare; Lifestyle; Robotics,,,no webpage found
VARTEL PTE. LTD.,2016,,Pre-seed,Education; AR/VR,,,no webpage found
Ento Pte. Ltd.,2019,,Pre-seed,Food & Beverage,,,no webpage found
Reach52,2016,,Pre-seed,,,https://reach52.com/,
ADYA HEALTH PTE. LTD.,2021,1 - 10,Pre-seed,Digital Health; Healthcare,Digital Therapeutics,https://www.adya.care,
LITTLE WALLET PTE. LTD.,2022,1 - 10,Pre-seed,Education; Fintech,Crowdfunding; P2P Lending; Trading; Personal Finance; Cryptocurrency; Payment Systems; Anti-Money Laundering; Insurtech; Investing; Risk Management,https://www.littlewallet.co,
LUNARPUNK PTE. LTD.,2021,1 - 10,Pre-seed,Fintech; Enterprise Solutions; Blockchain; Cloud,Systems Development; Web Development; Application Development,https://lunarpunk.xyz,
FIZZ LIFE PTE. LTD.,2022,1 - 10,Pre-seed,Food Science and Technology; Food & Beverage; E-Commerce; Pharmaceutical; Food Manufacturing & Processing,Health Supplements; E-Commerce,https://fizzhydration.com/,
MASCHINE TECHNOLOGY PTE. LTD.,2018,1 - 10,Pre-seed,AI; Robotics,AI 3D imaging ; underbed 3D imaging ,https://www.maschinetech.com/,
WORKFUTUR PTE. LTD.,2022,1 - 10,Pre-seed,AI; Enterprise Solutions; SaaS; Data Analysis; Big Data,Human Resources; Data Science; machine learning; Future of Work; HRMS; scoring; rating; matching; prediction; model,https://www.workfutur.com/,
INTERNATIONAL PAYMENTS IDENTITY (IPID) PTE. LTD.,2021,,Pre-seed,,,https://ipid.tech/,
MARTIDE,2021,11 - 50,Pre-seed,Maritime; Marine & Offshore; SaaS,crewing,https://www.martide.com,
FARADAI PRIVATE LIMITED,2022,11 - 50,Pre-seed,Enterprise Solutions; Others; IoT; Data Analysis; Cloud,Sustainability; energy efficiency; net zero; Faradai Energy  ; Faradai Sustain  ; Energy & Sustainability Intelligence  ; IoT,https://faradai.ai/,
1COOL PTE. LTD.,2021,,Pre-seed,,,https://www.1coolsg.com,
FAZZ FINANCIAL GROUP PTE. LTD.,2019,Above 200,Series B,Fintech,Payment Systems,https://fazz.com/,
SEATOBAG PTE. LTD.,2018,1 - 10,Pre-seed,Food Science and Technology; Biotech; Agritech; Food & Beverage; Food Manufacturing & Processing,aquaculture; Livestock; Food Packaging; biotech; Disease Management; Functional Feed Additive; Smart & Sustainable Packaging,https://www.seatobag.com,
FABAFOOD PTE. LTD.,2021,1 - 10,Pre-seed,Food Science and Technology; E-Commerce; Food & Beverage; Food Manufacturing & Processing,Alternative Protein; Food Packaging; Smart & Sustainable Packaging; E-Commerce; Sustainability; Direct to Consumer; functional food,https://fabafood.co/,
